"","CODIGO","DISTRITO","DEPARTAMENTO","MUNICIPIO","ESTABLECIMIENTO","DIRECCION","TELEFONO","SUPERVISOR","DIRECTOR","NIVEL","SECTOR","AREA","STATUS","MODALIDAD","JORNADA","PLAN","DEPARTAMENTAL","CODIGO_DEPARTAMENTO"
"5890","11-02-0013-46","11-017","RETALHULEU","SAN SEBASTIAN","CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS","KM. 184 CANTÓŽ PUCA",NA,"MIGUEL ANGEL ARMAS ROCHA","MELVIN RAFAEL REYES LOPEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5891","11-02-0015-46","11-014","RETALHULEU","SAN SEBASTIAN","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA INED","CASCO URBANO",NA,"JULIO CÉ“AR HERRERA ROLDN",NA,"DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5892","11-02-0027-46","11-018","RETALHULEU","SAN SEBASTIAN","INSTITUTO PRIVADO TECNICO INDUSTRIAL RETALTECO","FINAL CALZADA LAS PALMAS CANTON PUCA",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ZOILA MARGARITA MARTINEZ DUQUE","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5893","11-02-0028-46","11-018","RETALHULEU","SAN SEBASTIAN","INSTITUTO PRIVADO TÉƒNICO INDUSTRIAL RETALTECO","FINAL DE CALZADA LAS PALMAS",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ENMA CRISTINA MARROQUIN REYES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5894","11-02-0037-46","11-018","RETALHULEU","SAN SEBASTIAN","INSTITUTO PRIVADO TÉƒNICO INDUSTRIAL RETALTECO","FINAL CALZADA LAS PALMAS",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ENMA CRISTINA MARROQUÍŽ REYES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5895","11-02-0038-46","11-018","RETALHULEU","SAN SEBASTIAN","CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIN CEEDISS","KM 184 CANTÓŽ PUCA",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","MELVIN RAFAEL REYES LÓEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5896","11-02-0039-46","11-018","RETALHULEU","SAN SEBASTIAN","CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIN CEEDISS","KM. 184 CANTÓŽ PUCA",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","MELVIN RAFAEL REYES LÓEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5897","11-02-0871-46","11-018","RETALHULEU","SAN SEBASTIAN","INSTITUTO PRIVADO TECNICO INDUSTRIAL RETALTECO","FINAL CALZADA LAS PALMAS CANTON PUCA",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ENMA CRISTINA MARROQUÍŽ REYES","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5898","11-02-1382-46","11-016","RETALHULEU","SAN SEBASTIAN","INSTITUTO DIVERSIFICADO POR COOPERATIVA ALDEA SAN LUIS, SAN SEBASTÍN, RETALHULEU","ALDEA SAN LUIS",NA,"MARIO RENE RIVERA ARGUETA","LEILA ETELVINA MORALES GARCIA DE MARTÍŽEZ","DIVERSIFICADO","COOPERATIVA","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5899","11-02-1498-46","11-017","RETALHULEU","SAN SEBASTIAN","CENTRO EDUCACIONAL 'MARIA ALICIA GUTIERREZ'","2A. CALLE 4-05 ZONA 4",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5900","11-03-0020-46","11-014","RETALHULEU","SANTA CRUZ MULUA","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA -INED-","5A. CALLE ZONA 2, SALIDA A CANTON CEIBA BLANCA",NA,"JULIO CÉ“AR HERRERA ROLDN","SULMA JANETH MORENO MARTÍŽEZ","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5901","11-03-0022-46","11-018","RETALHULEU","SANTA CRUZ MULUA","COLEGIO MIXTO SANTA CRUZ","2DA. AVENIDA Y 5TA. CALLE, ZONA 1",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","MAYRA AMARILIS GONZLEZ HERRERA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5902","11-03-1383-46","11-015","RETALHULEU","SANTA CRUZ MULUA","INSTITUTO OFICIAL DEL NIVEL MEDIO CICLO DE EDUCACION DIVERSIFICADA DE TELEBACHILLERATO","FINCA LOS BRILLANTES",NA,"CONSUELO ELIZABETH PACHECO SIQUINA DE SNCHEZ",NA,"DIVERSIFICADO","OFICIAL","RURAL",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5903","11-04-0011-46","11-014","RETALHULEU","SAN MARTIN ZAPOTITLAN","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CÉ“AR AUGUSTO MARTÍŽEZ BARRIOS","CABECERA MUNICIPAL",NA,"JULIO CÉ“AR HERRERA ROLDN","HENRY VINICIO RIOS JUREZ","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5904","11-04-0012-46","11-017","RETALHULEU","SAN MARTIN ZAPOTITLAN","INSTITUTO MUNICIPAL DE EDUCACION MEDIA Y BACHILLERATO POR MADUREZ","SAN MARTIN ZAPOTITLAN",NA,"MIGUEL ANGEL ARMAS ROCHA","HÉƒTOR ANIBAL MALDONADO ALVARADO","DIVERSIFICADO","MUNICIPAL","URBANA","1","MONOLINGUE","DOBLE","SABATINO","RETALHULEU","RETALHULEU"
"5905","11-04-0017-46","11-018","RETALHULEU","SAN MARTIN ZAPOTITLAN","COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR","INTERIOR DEL SEMINARIO PRESBITERIANO KILOMETRO 182.5",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ADILIA NOEMI COYOY GAMBOA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5906","11-04-0019-46","11-018","RETALHULEU","SAN MARTIN ZAPOTITLAN","COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR","KM. 182.5 CARRETERA A QUETGO., INTERIOR DEL SEMINARIO EVANGELICO P.",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ADILIA NOEMI COYOY GAMBOA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5907","11-04-0020-46","11-017","RETALHULEU","SAN MARTIN ZAPOTITLAN","CENTRO DE ESTUDIOS INTEGRALES CEDEIN","2AV. 3-51 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","MARCO ANTONIO PAZ MARTINEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5908","11-04-0021-46","11-018","RETALHULEU","SAN MARTIN ZAPOTITLAN","CENTRO DE ESTUDIOS INTEGRALES CEDEIN","2DA. AVENIDA 3-51 ZONA 1",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ABNER JOSE DAVID PON CASTAÑ…DA","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5909","11-04-0023-46","11-018","RETALHULEU","SAN MARTIN ZAPOTITLAN","COLEGIO MIXTO TECNOLÓ‡ICO ZAPOTITLN","ZONA 3, COMUNIDAD ARMENIA ORTÍš",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ABNER JOSÉ DAVID PON CASTAÑ…DA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5910","11-04-0024-46","11-018","RETALHULEU","SAN MARTIN ZAPOTITLAN","COLEGIO MIXTO TECNOLÓ‡ICO ZAPOTITLN","ZONA 3, COMUNIDAD ARMENIA ORTÍš",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ABNER JOSÉ DAVID PON CASTAÑ…DA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5911","11-04-0025-46","11-017","RETALHULEU","SAN MARTIN ZAPOTITLAN","COLEGIO MIXTO TECNOLÓ‡ICO ZAPOTITLN","ZONA 3, COMUNIDAD ARMENIA ORTÍš",NA,"MIGUEL ANGEL ARMAS ROCHA","ABNER JOSÉ DAVID PON CASTAÑ…DA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5912","11-04-0027-46","11-017","RETALHULEU","SAN MARTIN ZAPOTITLAN","COLEGIO MIXTO TECNOLÓ‡ICO ZAPOTITLN","ZONA 3, COMUNIDAD ARMENIA ORTÍš",NA,"MIGUEL ANGEL ARMAS ROCHA","ABNER JOSÉ DAVID PON CASTAÑ…DA","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5913","11-04-0117-46",NA,"RETALHULEU","SAN MARTIN ZAPOTITLAN","INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO 'SEMINARIO EVANGELICO PRESBITERIANO' JV","APARTADO No. 3-11905",NA,NA,NA,"DIVERSIFICADO","PRIVADO","RURAL",NA,"MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5914","11-04-1430-46","11-017","RETALHULEU","SAN MARTIN ZAPOTITLAN","CENTRO DE ESTUDIOS INTEGRALES","3A. AVENIDA 1-45 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5915","11-04-1493-46","11-018","RETALHULEU","SAN MARTIN ZAPOTITLAN","CENTRO DE ESTUDIOS INTEGRALES","2A. AVENIDA 3-51 ZONA 1",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","MARIANA LISSETH PAZ MARTÍŽEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5916","11-05-0014-46","11-017","RETALHULEU","SAN FELIPE","COLEGIO PARTICULAR MIXTO SAN FELIPE - COSANFE -","LOTIFICACION LA ESPERANZA",NA,"MIGUEL ANGEL ARMAS ROCHA","JULIO ROLANDO BARRIENTOS MONZON","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5917","11-05-0022-46","11-018","RETALHULEU","SAN FELIPE","LICEO PRIVADO MIXTO CHAMPEL","2DA CALLE 2-80 ZONA 1",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","GABRIEL HUMBERTO BARRIENTOS MONZON","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5918","11-05-0024-46","11-017","RETALHULEU","SAN FELIPE","LICEO PRIVADO MIXTO CHAMPEL","2DA CALLE 2-80 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","GABRIEL HUMBERTO BARRIENTOS MONZON","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5919","11-05-0025-46","11-017","RETALHULEU","SAN FELIPE","COLEGIO EVANGELICO MIXTO NUEVA ESPERANZA","2A. CALLE 7-52 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","OSCAR WALDEMAR MONZON PACHECHO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5920","11-05-0027-46","11-017","RETALHULEU","SAN FELIPE","COLEGIO EVANGELICO MIXTO NUEVA ESPERANZA","2A. CALLE 7-52 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA","OSCAR WALDEMAR MONZON PACHECHO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5921","11-05-0032-46","11-018","RETALHULEU","SAN FELIPE","CENTRO EDUCATIVO DE FORMACIÓŽ INTEGRAL SIGLO XXI (CEFIS XXI)","8A. AVENIDA, COLONIA FEGUA, ZONA 4",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","CARLOTA EUGENIA MAYÉŽ VILLAGRN","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5922","11-05-0142-46","11-018","RETALHULEU","SAN FELIPE","COLEGIO PARTICULAR MIXTO SAN FELIPE - COSANFE -","LOTIFICACIÓŽ LA ESPERANZA",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","JULIO ROLANDO BARRIENTOS MONZON","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5923","11-05-0143-46","11-014","RETALHULEU","SAN FELIPE","ESCUELA NACIONAL DE CIENCIAS COMERCIALES","2A. CALLE 2-17 ZONA 3",NA,"JULIO CÉ“AR HERRERA ROLDN","SAÚŒ FRANCISCO YORENTINE JUREZ","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5924","11-05-1111-46","11-016","RETALHULEU","SAN FELIPE","COLEGIO MIXTO GUATEMALA 'COMIXGUA'","3A. CALLE Y 3A. AVENIDA 2-60 ZONA 1",NA,"MARIO RENE RIVERA ARGUETA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5925","11-05-1113-46","11-017","RETALHULEU","SAN FELIPE","COLEGIO MIXTO GUATEMALA 'COMIXGUA'","3A. CALLE Y 3A. AVENIDA 2-60 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA",NA,"MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5926","11-05-1163-46","11-017","RETALHULEU","SAN FELIPE","INSTITUTO DE EDUCACION BASICA POR MADUREZ Y BACHILLER EN CIENCIAS Y LETRAS POR MADUREZ","3A. CALLE 2-60 ZONA 1",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5927","11-05-1437-46","11-018","RETALHULEU","SAN FELIPE","COLEGIO CRISTIANO EL VALLE DEL SUR","2A. CALLE ZONA 1, BARRIO CAMILO ALVARADO",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","BLANCA ADELY VILLEDA GÓEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5928","11-05-1438-46","11-018","RETALHULEU","SAN FELIPE","COLEGIO CRISTIANO EL VALLE DEL SUR","2A. CALLE ZONA 1, BARRIO CAMILO ALVARADO",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","BLANCA ADELY VILLEDA GÓEZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5929","11-05-1520-46","11-019","RETALHULEU","SAN FELIPE","INSTITUTO PARTICULAR MIXTO SAN FELIPE","CABECERA MUNICIPAL",NA,"LISBETH SURAMA LOPEZ CALVILLO",NA,"DIVERSIFICADO","PRIVADO","URBANA","TEMPORAL TITULOS","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5930","11-06-0015-46","11-014","RETALHULEU","SAN ANDRES VILLA SECA","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","ALDEA EL TULATE",NA,"JULIO CÉ“AR HERRERA ROLDN",NA,"DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5931","11-06-0016-46","11-014","RETALHULEU","SAN ANDRES VILLA SECA","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","CABECERA MUNICIPAL",NA,"JULIO CÉ“AR HERRERA ROLDN",NA,"DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5932","11-06-0017-46","11-014","RETALHULEU","SAN ANDRES VILLA SECA","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","CENTRO DOS PARCELAMIENTO LA MAQUINA",NA,"JULIO CÉ“AR HERRERA ROLDN","NELSON DARINEL ACEITUNO VAIL","DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5933","11-06-0046-46","11-014","RETALHULEU","SAN ANDRES VILLA SECA","INSTITUTO MIXTO MUNICIPAL NOCTURNO DE EDUCACION DIVERSIFICADA","CENTRO 2, PARCELAMIENTO LA MAQUINA",NA,"JULIO CÉ“AR HERRERA ROLDN","NELSON NICACIO VICENTE IXMAY","DIVERSIFICADO","MUNICIPAL","RURAL","1","MONOLINGUE","NOCTURNA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5934","11-06-0050-46","11-018","RETALHULEU","SAN ANDRES VILLA SECA","COLEGIO BILINGÜ… MUNDO MGICO","CENTRO DOS PARCELAMIENTO LA MAQUINA",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ELDER ARMANDO RABANALES BLANCO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5935","11-06-0051-46","11-017","RETALHULEU","SAN ANDRES VILLA SECA","COLEGIO SAN ANDRÉ“ VILLA SECA","PARCELAMIENTO LA MAQUINA LINEA C-4 SIS",NA,"MIGUEL ANGEL ARMAS ROCHA","ELDER ARMANDO RABANALES BLANCO","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5936","11-06-0055-46","11-017","RETALHULEU","SAN ANDRES VILLA SECA","COLEGIO BILINGÜ… MUNDO MGICO","1A. CALZADA Y 2A. CALLE, CENTRO DOS, PARCELAMIENTO LA MAQUINA",NA,"MIGUEL ANGEL ARMAS ROCHA","ELVIA ARACELY RABANALES BLANCO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5937","11-06-0056-46","11-017","RETALHULEU","SAN ANDRES VILLA SECA","COLEGIO BILINGÜ… MUNDO MGICO","1A. CALZADA Y 2A. CALLE, CENTRO DOS, PARCELAMIENTO LA MAQUINA",NA,"MIGUEL ANGEL ARMAS ROCHA","ELVIA ARACELY RABANALES BLANCO","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5938","11-06-0058-46","11-014","RETALHULEU","SAN ANDRES VILLA SECA","INSTITUTO MIXTO MUNICIPAL MARÍ FLORENCIA ARTEAGA","SAN ANDRÉ“ VILLA SECA, RETALHULEU",NA,"JULIO CÉ“AR HERRERA ROLDN","MARLENY MARILU MARÍŽ TAYÚŽ","DIVERSIFICADO","MUNICIPAL","URBANA","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5939","11-06-0061-46","11-018","RETALHULEU","SAN ANDRES VILLA SECA","LICEO TÉƒNICO MAQUINENSE LITECMA","FAJA NO.9 LADO SAMAL`PARCELAMIENTO LA MQUINA",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","OLJER MELQUESIDET OBDULIO HIGUEROS HERNNDEZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5940","11-06-0064-46","11-017","RETALHULEU","SAN ANDRES VILLA SECA","LICEO TÉƒNICO MAQUINENSE LITECMA","FAJA NO.9 LADO SAMAL`PARCELAMIENTO LA MQUINA",NA,"MIGUEL ANGEL ARMAS ROCHA","IRIS ALEIDA HIGUEROS HERNNDEZ DE ARMAS","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5941","11-06-0065-46","11-017","RETALHULEU","SAN ANDRES VILLA SECA","LICEO TÉƒNICO MAQUINENSE LITECMA","FAJA NO.9 LADO SAMAL`PARCELAMIENTO LA MQUINA",NA,"MIGUEL ANGEL ARMAS ROCHA","IRIS ALEIDA HIGUEROS HERNNDEZ DE ARMAS","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5942","11-06-0069-46","11-018","RETALHULEU","SAN ANDRES VILLA SECA","LICEO TÉƒNICO MAQUINENSE LITECMA","FAJA NO.9 LADO SAMAL`PARCELAMIENTO LA MQUINA",NA,"MIRTA ALIDA CASTELLANOS MARROQUIN","ARELIS ADELA ALEGRÍ RAMÍ’EZ","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5943","11-06-0070-46","11-014","RETALHULEU","SAN ANDRES VILLA SECA","INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓŽ DIVERSIFICADA UTZZ KAQI","PARCELAMIENTO BUENOS AIRES",NA,"JULIO CÉ“AR HERRERA ROLDN","ANIBAL HUMBERTO VELSQUEZ YES","DIVERSIFICADO","MUNICIPAL","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5944","11-06-1339-46","11-017","RETALHULEU","SAN ANDRES VILLA SECA","COLEGIO LICEO RURAL MIXTO TULULA","KM. 4.5 CARRETERA A LA MAQUINA",NA,"MIGUEL ANGEL ARMAS ROCHA","DELIA LORENA GENTO REYES","DIVERSIFICADO","PRIVADO","RURAL","1","MONOLINGUE","DOBLE","FIN DE SEMANA","RETALHULEU","RETALHULEU"
"5945","11-06-1409-46","11-016","RETALHULEU","SAN ANDRES VILLA SECA","INSTITUTO DIVERSIFICADO POR COOPERATIVA","CABECERA MUNICIPAL",NA,"MARIO RENE RIVERA ARGUETA","JUANA ARDÓŽ POP","DIVERSIFICADO","MUNICIPAL","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5946","11-06-1410-46","11-016","RETALHULEU","SAN ANDRES VILLA SECA","INSTITUTO DIVERSIFICADO POR COOPERATIVA","CENTRO URBANO NO. 2 LA MAQUINA, SAN ANDRES VILLA SECA, RETALHULEU",NA,"MARIO RENE RIVERA ARGUETA","ADELA GENOVEVA SAGASTUME BLANCO","DIVERSIFICADO","COOPERATIVA","RURAL","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5947","11-06-1469-46","11-017","RETALHULEU","SAN ANDRES VILLA SECA","COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO","ENTRADA PRINCIPAL CENTRO 2 LA MAQUINA",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5948","11-06-1470-46","11-017","RETALHULEU","SAN ANDRES VILLA SECA","COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO","ENTRADA PRINCIPAL DEL CENTRO 2 LA MAQUINA",NA,"MIGUEL ANGEL ARMAS ROCHA",NA,"DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","DOBLE","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5949","11-07-0014-46","11-014","RETALHULEU","CHAMPERICO","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","ALDEA NUEVA OLGA MARIA CUCHUAPAN",NA,"JULIO CÉ“AR HERRERA ROLDN","IRAYDA EDELMIRA DE LEON BARRIOS","DIVERSIFICADO","OFICIAL","RURAL","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5950","11-07-0015-46","11-014","RETALHULEU","CHAMPERICO","INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA","BARRIO LA ESPERANZA",NA,"JULIO CÉ“AR HERRERA ROLDN","HUGO ROLANDO KEGEL ARGUETA","DIVERSIFICADO","OFICIAL","URBANA","1","MONOLINGUE","MATUTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5951","11-07-0024-46","11-016","RETALHULEU","CHAMPERICO","COLEGIO PARTICULAR MIXTO INMACULADA CONCEPCION","7A. Y 8A. CALLE, AVENIDA COATEPEQUE",NA,"MARIO RENE RIVERA ARGUETA","ELSA YOLANDA MORALES CRUZ","DIVERSIFICADO","PRIVADO","URBANA","1","MONOLINGUE","VESPERTINA","DIARIO(REGULAR)","RETALHULEU","RETALHULEU"
"5952","11-07-0033-46","11-014","RETALHULEU","CHAMPERICO","INSTITUTO MUNICIPAL DE EDUCACION MEDIA Y BACHILLERATO POR MADUREZ","AVENIDA MAZATENANGO, BARRIO EL CENTRO",NA,"JULIO CÉ“AR HERRERA ROLDN","BAGLIA GUISELA RAMÍ’EZ DE LEÓŽ","DIVERSIFICADO","MUNICIPAL","URBANA","1","MONOLINGUE","DOBLE","DOMINICAL","RETALHULEU","RETALHULEU"
